Date,Store_ID,Product_Category,Product,Quantity,Unit_Price,Discount,Customer_Count,Day,Sales
2024-04-05,S02,Dairy,Cheese,23,195.75,0,14,Friday,4502.25
2024-04-05,S04,Grocery,Wheat,47,182.2,0,43,Friday,8563.4
2024-04-05,S04,Personal Care,Toothpaste,49,83.88,10,28,Friday,3699.11
2024-04-05,S02,Grocery,Sugar,26,296.24,0,16,Friday,7702.24
2024-04-05,S04,Household,Dishwash,34,494.09,5,39,Friday,15959.11
2024-04-05,S01,Grocery,Sugar,46,277.5,10,40,Friday,11488.5
2024-04-05,S04,Personal Care,Soap,38,278.58,10,31,Friday,9527.44
2024-04-05,S02,Household,Cleaner,27,198.68,10,30,Friday,4827.92
2024-04-05,S04,Household,Detergent,38,136.4,0,35,Friday,5183.2
2024-04-05,S05,Household,Cleaner,50,487.33,20,58,Friday,19493.2
2024-04-05,S03,Grocery,Sugar,9,224.17,10,6,Friday,1815.78
2024-04-05,S01,Snacks,Chips,50,90.18,10,57,Friday,4058.1
2024-04-05,S05,Snacks,Noodles,17,168.47,10,14,Friday,2577.59
2024-04-05,S05,Grocery,Sugar,39,371.58,10,39,Friday,13042.46
2024-04-05,S02,Dairy,Butter,22,480.15,10,17,Friday,9506.97
2024-04-05,S03,Dairy,Cheese,14,135.77,10,16,Friday,1710.7
2024-04-05,S03,Dairy,Cheese,12,247.22,0,8,Friday,2966.64
2024-04-05,S01,Dairy,Milk,17,168.09,10,12,Friday,2571.78
2024-04-05,S02,Snacks,Chocolate,13,178.02,0,14,Friday,2314.26
2024-04-05,S01,Dairy,Milk,42,63.27,5,49,Friday,2524.47
2024-04-05,S04,Personal Care,Toothpaste,26,306.15,0,25,Friday,7959.9
2024-04-05,S05,Dairy,Milk,26,152.28,0,15,Friday,3959.28
2024-04-05,S01,Personal Care,Shampoo,49,125.19,0,59,Friday,6134.31
2024-04-05,S05,Snacks,Chocolate,33,83.7,10,38,Friday,2485.89
2024-04-05,S02,Personal Care,Face Wash,23,231.2,5,13,Friday,5051.72
2024-04-05,S04,Household,Tissue,48,214.53,15,32,Friday,8752.82
2024-04-05,S02,Personal Care,Face Wash,23,383.98,10,25,Friday,7948.39
2024-04-05,S04,Grocery,Cooking Oil,27,221.0,0,22,Friday,5967.0
2024-04-05,S04,Personal Care,Face Wash,15,473.44,0,8,Friday,7101.6
2024-04-05,S05,Household,Tissue,14,236.1,15,10,Friday,2809.59
2024-04-05,S02,Grocery,Cooking Oil,43,266.35,0,31,Friday,11453.05
2024-04-05,S02,Household,Tissue,3,461.41,10,2,Friday,1245.81
2024-04-05,S01,Dairy,Curd,28,74.25,5,32,Friday,1975.05
2024-04-05,S02,Personal Care,Shampoo,27,201.7,0,15,Friday,5445.9
2024-04-05,S01,Personal Care,Soap,45,107.7,5,50,Friday,4604.18
2024-04-05,S03,Beverages,Soft Drink,41,277.82,5,34,Friday,10821.09
2024-04-05,S03,Dairy,Curd,40,416.62,0,32,Friday,16664.8
2024-04-05,S03,Personal Care,Shampoo,5,447.8,15,3,Friday,1903.15
2024-04-05,S02,Personal Care,Face Wash,2,38.69,20,1,Friday,61.9
2024-04-05,S02,Beverages,Tea,39,200.22,0,25,Friday,7808.58
2024-04-05,S01,Grocery,Cooking Oil,11,199.97,10,9,Friday,1979.7
2024-04-05,S04,Dairy,Milk,43,371.61,15,29,Friday,13582.35
2024-04-05,S01,Beverages,Tea,24,417.76,0,29,Friday,10026.24
2024-04-05,S03,Dairy,Curd,31,181.28,10,20,Friday,5057.71
2024-04-05,S01,Dairy,Curd,17,245.64,0,13,Friday,4175.88
2024-04-05,S04,Grocery,Wheat,21,61.11,10,21,Friday,1154.98
2024-04-05,S02,Grocery,Cooking Oil,37,61.19,10,26,Friday,2037.63
2024-04-05,S01,Snacks,Chocolate,6,369.37,15,3,Friday,1883.79
2024-04-05,S03,Beverages,Soft Drink,16,416.89,15,18,Friday,5669.7
2024-04-05,S03,Household,Dishwash,32,152.8,0,25,Friday,4889.6
2024-04-05,S02,Beverages,Tea,40,288.14,5,33,Friday,10949.32
2024-04-05,S01,Dairy,Curd,6,276.01,20,6,Friday,1324.85
2024-04-05,S04,Snacks,Chips,22,444.17,15,23,Friday,8305.98
2024-04-05,S02,Snacks,Noodles,11,53.6,10,12,Friday,530.64
2024-04-05,S01,Dairy,Milk,37,322.24,10,39,Friday,10730.59
2024-04-05,S05,Grocery,Cooking Oil,8,174.8,5,8,Friday,1328.48
2024-04-05,S03,Snacks,Chips,39,388.09,15,36,Friday,12865.18
2024-04-05,S04,Beverages,Tea,8,91.75,0,8,Friday,734.0
2024-04-05,S04,Grocery,Cooking Oil,18,351.66,10,18,Friday,5696.89
2024-04-05,S04,Personal Care,Soap,23,440.68,15,12,Friday,8615.29
2024-04-05,S03,Snacks,Noodles,7,419.51,10,4,Friday,2642.91
2024-04-05,S01,Dairy,Milk,37,477.09,15,36,Friday,15004.48
2024-04-05,S02,Beverages,Coffee,38,80.52,0,27,Friday,3059.76
2024-04-05,S01,Snacks,Chips,46,322.38,0,47,Friday,14829.48
2024-04-06,S02,Dairy,Curd,25,53.45,0,23,Saturday,1336.25
2024-04-06,S04,Beverages,Juice,29,274.59,5,15,Saturday,7564.95
2024-04-06,S01,Snacks,Chocolate,42,244.13,20,21,Saturday,8202.77
2024-04-06,S04,Beverages,Coffee,15,109.46,10,10,Saturday,1477.71
2024-04-06,S05,Personal Care,Shampoo,39,52.11,5,25,Saturday,1930.68
2024-04-06,S04,Beverages,Juice,40,443.43,20,48,Saturday,14189.76
2024-04-06,S04,Dairy,Cheese,43,305.72,10,29,Saturday,11831.36
2024-04-06,S02,Snacks,Noodles,3,242.84,0,3,Saturday,728.52
2024-04-06,S05,Dairy,Curd,43,223.2,10,35,Saturday,8637.84
2024-04-06,S04,Personal Care,Face Wash,47,327.44,20,52,Saturday,12311.74
2024-04-06,S04,Household,Tissue,43,179.17,10,23,Saturday,6933.88
2024-04-06,S05,Grocery,Rice,19,368.49,10,10,Saturday,6301.18
2024-04-06,S05,Beverages,Soft Drink,15,111.59,15,9,Saturday,1422.77
2024-04-06,S01,Dairy,Milk,35,121.95,0,34,Saturday,4268.25
2024-04-06,S02,Household,Detergent,10,454.52,15,10,Saturday,3863.42
2024-04-06,S05,Snacks,Noodles,14,187.41,0,7,Saturday,2623.74
2024-04-06,S05,Snacks,Noodles,29,390.27,0,18,Saturday,11317.83
2024-04-06,S03,Grocery,Cooking Oil,5,40.59,0,5,Saturday,202.95
2024-04-06,S05,Snacks,Chocolate,19,258.08,10,12,Saturday,4413.17
2024-04-06,S02,Personal Care,Soap,46,234.94,10,44,Saturday,9726.52
2024-04-06,S04,Grocery,Sugar,31,54.29,10,29,Saturday,1514.69
2024-04-06,S04,Personal Care,Soap,28,362.07,10,31,Saturday,9124.16
2024-04-06,S04,Beverages,Coffee,12,177.33,5,9,Saturday,2021.56
2024-04-06,S04,Personal Care,Shampoo,42,397.55,20,41,Saturday,13357.68
2024-04-06,S03,Beverages,Soft Drink,38,140.53,15,31,Saturday,4539.12
2024-04-06,S05,Personal Care,Face Wash,44,168.0,10,49,Saturday,6652.8
2024-04-06,S04,Grocery,Rice,36,74.18,5,29,Saturday,2536.96
2024-04-06,S01,Beverages,Coffee,19,119.02,0,19,Saturday,2261.38
2024-04-06,S04,Household,Cleaner,30,477.94,10,22,Saturday,12904.38
2024-04-06,S05,Personal Care,Toothpaste,8,321.28,10,9,Saturday,2313.22
2024-04-06,S04,Personal Care,Shampoo,31,409.31,0,34,Saturday,12688.61
2024-04-06,S03,Snacks,Noodles,33,67.72,0,19,Saturday,2234.76
2024-04-06,S02,Personal Care,Face Wash,48,248.25,15,31,Saturday,10128.6
2024-04-06,S02,Snacks,Chocolate,2,24.08,5,2,Saturday,45.75
2024-04-06,S05,Personal Care,Soap,9,61.44,0,9,Saturday,552.96
2024-04-06,S02,Dairy,Cheese,38,100.25,0,33,Saturday,3809.5
2024-04-06,S02,Snacks,Chips,39,339.2,10,20,Saturday,11905.92
2024-04-06,S01,Grocery,Wheat,2,273.51,5,1,Saturday,519.67
2024-04-06,S05,Grocery,Rice,26,425.21,5,24,Saturday,10502.69
2024-04-06,S05,Beverages,Tea,34,236.42,5,28,Saturday,7636.37
2024-04-06,S02,Household,Dishwash,31,307.52,5,24,Saturday,9056.46
2024-04-06,S02,Household,Cleaner,22,321.57,15,13,Saturday,6013.36
2024-04-06,S02,Grocery,Cooking Oil,13,55.51,10,7,Saturday,649.47
2024-04-06,S03,Beverages,Juice,18,437.39,20,10,Saturday,6298.42
2024-04-06,S04,Grocery,Rice,27,251.58,5,18,Saturday,6453.03
2024-04-06,S03,Snacks,Biscuits,8,350.95,15,5,Saturday,2386.46
2024-04-06,S05,Dairy,Curd,38,233.06,10,24,Saturday,7970.65
2024-04-06,S01,Beverages,Juice,43,290.59,20,28,Saturday,9996.3
2024-04-06,S04,Dairy,Cheese,45,247.21,5,40,Saturday,10568.23
2024-04-06,S01,Personal Care,Toothpaste,46,336.99,10,39,Saturday,13951.39
2024-04-06,S05,Personal Care,Face Wash,42,73.47,10,39,Saturday,2777.17
2024-04-06,S05,Dairy,Butter,45,328.09,10,53,Saturday,13287.64
2024-04-06,S01,Snacks,Chocolate,1,394.04,10,1,Saturday,354.64
2024-04-06,S01,Dairy,Curd,35,51.82,0,37,Saturday,1813.7
2024-04-06,S01,Dairy,Milk,14,295.96,0,10,Saturday,4143.44
2024-04-06,S05,Dairy,Cheese,7,56.52,5,8,Saturday,375.86
2024-04-06,S02,Beverages,Coffee,2,146.65,5,2,Saturday,278.64
2024-04-06,S01,Beverages,Coffee,7,137.51,0,5,Saturday,962.57
2024-04-06,S04,Dairy,Curd,7,454.12,20,8,Saturday,2543.07
2024-04-06,S05,Household,Detergent,5,125.44,5,5,Saturday,595.84
2024-04-06,S03,Snacks,Chips,47,141.78,0,33,Saturday,6663.66
2024-04-06,S03,Personal Care,Face Wash,40,227.66,0,41,Saturday,9106.4
2024-04-06,S04,Personal Care,Soap,8,60.76,10,7,Saturday,437.47
2024-04-06,S02,Personal Care,Toothpaste,23,203.16,5,20,Saturday,4439.05
2024-04-06,S01,Grocery,Rice,31,303.24,15,27,Saturday,7990.37
2024-04-06,S05,Snacks,Noodles,19,95.0,5,19,Saturday,1714.75
2024-04-06,S01,Beverages,Coffee,28,467.62,10,21,Saturday,11784.02
2024-04-06,S05,Personal Care,Toothpaste,25,174.12,5,22,Saturday,4135.35
2024-04-07,S03,Beverages,Coffee,33,179.63,0,27,Sunday,5927.79
2024-04-07,S01,Beverages,Juice,38,232.84,10,40,Sunday,7963.13
2024-04-07,S04,Beverages,Soft Drink,31,149.25,0,31,Sunday,4626.75
2024-04-07,S02,Household,Detergent,7,347.9,0,6,Sunday,2435.3
2024-04-07,S04,Beverages,Juice,30,197.89,0,26,Sunday,5936.7
2024-04-07,S02,Dairy,Butter,18,156.43,15,19,Sunday,2393.38
2024-04-07,S01,Beverages,Tea,12,63.8,10,11,Sunday,689.04
2024-04-07,S01,Grocery,Cooking Oil,4,359.16,10,4,Sunday,1292.98
2024-04-07,S02,Beverages,Juice,25,279.3,10,29,Sunday,6284.25
2024-04-07,S03,Personal Care,Face Wash,25,480.49,10,15,Sunday,10811.02
2024-04-07,S05,Beverages,Juice,49,100.49,15,43,Sunday,4185.41
2024-04-07,S04,Personal Care,Soap,14,142.35,20,11,Sunday,1594.32
2024-04-07,S04,Beverages,Tea,1,449.9,5,1,Sunday,427.4
2024-04-07,S04,Snacks,Noodles,15,490.42,10,14,Sunday,6620.67
2024-04-07,S01,Dairy,Cheese,36,96.12,15,19,Sunday,2941.27
2024-04-07,S04,Personal Care,Toothpaste,14,84.62,10,14,Sunday,1066.21
2024-04-07,S05,Grocery,Rice,39,480.95,10,27,Sunday,16881.34
2024-04-07,S05,Beverages,Juice,10,483.04,15,6,Sunday,4105.84
2024-04-07,S02,Personal Care,Soap,11,426.36,10,10,Sunday,4220.96
2024-04-07,S01,Household,Tissue,16,299.37,5,12,Sunday,4550.42
2024-04-07,S05,Dairy,Butter,50,386.15,0,39,Sunday,19307.5
2024-04-07,S03,Household,Dishwash,2,393.21,15,2,Sunday,668.46
2024-04-07,S01,Beverages,Soft Drink,32,204.52,20,19,Sunday,5235.71
2024-04-07,S01,Dairy,Cheese,4,324.89,5,4,Sunday,1234.58
2024-04-07,S05,Grocery,Cooking Oil,37,471.08,5,43,Sunday,16558.46
2024-04-07,S03,Personal Care,Soap,20,210.52,0,11,Sunday,4210.4
2024-04-07,S02,Grocery,Sugar,18,147.54,0,12,Sunday,2655.72
2024-04-07,S05,Dairy,Butter,9,385.05,0,10,Sunday,3465.45
2024-04-07,S03,Snacks,Noodles,48,471.59,20,53,Sunday,18109.06
2024-04-07,S01,Snacks,Noodles,46,293.35,0,37,Sunday,13494.1
2024-04-07,S03,Household,Dishwash,38,324.48,15,23,Sunday,10480.7
2024-04-07,S01,Personal Care,Soap,49,164.82,5,41,Sunday,7672.37
2024-04-07,S05,Beverages,Coffee,18,209.61,15,17,Sunday,3207.03
2024-04-07,S05,Household,Dishwash,39,282.86,5,26,Sunday,10479.96
2024-04-07,S04,Grocery,Sugar,30,440.52,5,17,Sunday,12554.82
2024-04-07,S04,Snacks,Chips,48,445.28,10,32,Sunday,19236.1
2024-04-07,S04,Snacks,Chocolate,26,330.73,20,21,Sunday,6879.18
2024-04-07,S05,Beverages,Tea,43,290.22,15,34,Sunday,10607.54
2024-04-07,S02,Grocery,Wheat,30,285.87,0,27,Sunday,8576.1
2024-04-07,S05,Dairy,Curd,17,28.88,15,13,Sunday,417.32
2024-04-07,S03,Household,Detergent,44,329.08,15,34,Sunday,12307.59
2024-04-07,S05,Snacks,Noodles,14,131.9,0,13,Sunday,1846.6
2024-04-07,S05,Personal Care,Toothpaste,28,158.06,0,21,Sunday,4425.68
2024-04-07,S01,Personal Care,Face Wash,25,480.64,0,16,Sunday,12016.0
2024-04-07,S01,Dairy,Cheese,32,149.05,10,37,Sunday,4292.64
2024-04-07,S01,Beverages,Coffee,12,464.63,0,12,Sunday,5575.56
2024-04-07,S05,Beverages,Coffee,15,261.14,20,9,Sunday,3133.68
2024-04-07,S02,Household,Detergent,47,65.9,20,46,Sunday,2477.84
2024-04-07,S03,Snacks,Chocolate,6,97.85,20,3,Sunday,469.68
2024-04-07,S03,Household,Detergent,40,101.11,5,30,Sunday,3842.18
2024-04-07,S02,Snacks,Chocolate,2,165.76,0,1,Sunday,331.52
2024-04-07,S02,Snacks,Noodles,35,198.4,15,40,Sunday,5902.4
2024-04-07,S03,Dairy,Milk,31,242.9,15,19,Sunday,6400.42
2024-04-07,S04,Dairy,Butter,45,298.51,5,37,Sunday,12761.3
2024-04-07,S01,Snacks,Chocolate,6,397.84,10,6,Sunday,2148.34
2024-04-07,S01,Beverages,Coffee,6,148.12,15,5,Sunday,755.41
2024-04-07,S03,Grocery,Rice,50,181.38,10,58,Sunday,8162.1
2024-04-07,S02,Snacks,Chocolate,2,389.26,15,2,Sunday,661.74
2024-04-07,S04,Beverages,Coffee,10,294.21,0,5,Sunday,2942.1
2024-04-07,S03,Beverages,Tea,26,365.83,5,15,Sunday,9036.0
2024-04-07,S01,Personal Care,Shampoo,37,340.86,15,41,Sunday,10720.05
2024-04-07,S05,Household,Cleaner,39,107.85,10,35,Sunday,3785.54
2024-04-07,S02,Grocery,Cooking Oil,44,300.79,15,24,Sunday,11249.55
2024-04-07,S05,Snacks,Chocolate,6,424.75,15,6,Sunday,2166.22
2024-04-07,S03,Grocery,Cooking Oil,20,494.8,10,23,Sunday,8906.4
2024-04-07,S01,Snacks,Chocolate,21,57.22,15,18,Sunday,1021.38
2024-04-07,S04,Household,Tissue,10,157.98,0,6,Sunday,1579.8
2024-04-07,S05,Grocery,Wheat,24,22.78,0,23,Sunday,546.72
2024-04-07,S04,Grocery,Rice,15,105.61,20,11,Sunday,1267.32
2024-04-08,S01,Beverages,Soft Drink,44,340.17,10,28,Monday,13470.73
2024-04-08,S05,Grocery,Rice,34,236.5,10,21,Monday,7236.9
2024-04-08,S04,Grocery,Cooking Oil,38,290.31,15,40,Monday,9377.01
2024-04-08,S04,Household,Cleaner,12,58.85,0,6,Monday,706.2
2024-04-08,S05,Snacks,Chocolate,48,225.05,5,52,Monday,10262.28
2024-04-08,S01,Beverages,Juice,30,113.52,0,33,Monday,3405.6
2024-04-08,S04,Grocery,Sugar,13,350.56,20,9,Monday,3645.82
2024-04-08,S03,Beverages,Tea,28,221.66,0,15,Monday,6206.48
2024-04-08,S05,Beverages,Tea,17,336.71,20,19,Monday,4579.26
2024-04-08,S02,Dairy,Butter,6,78.49,10,5,Monday,423.85
2024-04-08,S02,Snacks,Biscuits,42,75.01,20,34,Monday,2520.34
2024-04-08,S01,Dairy,Cheese,2,301.35,5,1,Monday,572.57
2024-04-08,S03,Beverages,Coffee,14,448.01,15,10,Monday,5331.32
2024-04-08,S04,Household,Tissue,24,377.9,0,25,Monday,9069.6
2024-04-08,S02,Household,Detergent,1,406.26,0,1,Monday,406.26
2024-04-08,S01,Grocery,Cooking Oil,34,115.74,5,19,Monday,3738.4
2024-04-08,S03,Snacks,Noodles,7,264.27,15,7,Monday,1572.41
2024-04-08,S03,Personal Care,Shampoo,10,444.55,20,9,Monday,3556.4
2024-04-08,S01,Snacks,Chips,16,469.49,20,19,Monday,6009.47
2024-04-08,S01,Dairy,Cheese,19,47.38,5,12,Monday,855.21
2024-04-08,S04,Snacks,Noodles,26,96.55,5,18,Monday,2384.78
2024-04-08,S01,Grocery,Sugar,48,69.55,10,29,Monday,3004.56
2024-04-08,S04,Snacks,Noodles,44,101.34,10,42,Monday,4013.06
2024-04-08,S04,Personal Care,Toothpaste,47,95.53,5,29,Monday,4265.41
2024-04-08,S05,Household,Tissue,36,247.79,10,29,Monday,8028.4
2024-04-08,S03,Dairy,Curd,40,180.61,5,40,Monday,6863.18
2024-04-08,S03,Dairy,Milk,42,58.66,0,39,Monday,2463.72
2024-04-08,S03,Beverages,Juice,38,174.8,10,39,Monday,5978.16
2024-04-08,S05,Dairy,Butter,34,452.32,0,25,Monday,15378.88
2024-04-08,S04,Personal Care,Face Wash,28,242.05,0,31,Monday,6777.4
2024-04-08,S04,Personal Care,Soap,16,372.93,0,18,Monday,5966.88
2024-04-08,S01,Household,Tissue,44,135.29,20,35,Monday,4762.21
2024-04-08,S05,Dairy,Butter,23,243.63,5,21,Monday,5323.32
2024-04-08,S01,Household,Tissue,23,444.11,15,20,Monday,8682.35
2024-04-08,S05,Snacks,Noodles,50,450.32,15,54,Monday,19138.6
2024-04-08,S01,Personal Care,Shampoo,45,91.94,15,40,Monday,3516.7
2024-04-08,S02,Dairy,Cheese,8,181.23,10,6,Monday,1304.86
2024-04-08,S03,Dairy,Cheese,9,183.38,10,5,Monday,1485.38
2024-04-08,S03,Snacks,Noodles,26,159.88,10,31,Monday,3741.19
2024-04-08,S04,Household,Tissue,9,218.81,5,8,Monday,1870.83
2024-04-08,S02,Dairy,Butter,9,243.79,15,6,Monday,1864.99
2024-04-08,S03,Grocery,Sugar,39,273.92,0,44,Monday,10682.88
2024-04-08,S04,Beverages,Soft Drink,20,40.37,10,24,Monday,726.66
2024-04-08,S02,Personal Care,Face Wash,5,132.07,10,5,Monday,594.31
2024-04-08,S03,Snacks,Chips,14,329.94,5,12,Monday,4388.2
2024-04-08,S01,Snacks,Biscuits,25,338.77,0,27,Monday,8469.25
2024-04-08,S05,Beverages,Soft Drink,18,311.6,5,11,Monday,5328.36
2024-04-08,S02,Grocery,Wheat,32,118.76,10,23,Monday,3420.29
2024-04-08,S04,Beverages,Soft Drink,45,220.42,15,32,Monday,8431.06
2024-04-08,S02,Dairy,Milk,46,272.03,20,26,Monday,10010.7
2024-04-08,S04,Household,Cleaner,47,103.11,5,43,Monday,4603.86
2024-04-08,S02,Snacks,Chips,23,478.17,5,25,Monday,10448.01
2024-04-08,S04,Household,Cleaner,38,281.02,0,30,Monday,10678.76
2024-04-08,S03,Household,Cleaner,15,51.15,15,11,Monday,652.16
2024-04-08,S01,Household,Detergent,38,392.89,15,23,Monday,12690.35
2024-04-08,S03,Household,Cleaner,12,499.17,5,10,Monday,5690.54
2024-04-08,S01,Dairy,Milk,17,90.9,5,17,Monday,1468.04
2024-04-08,S03,Snacks,Chips,34,34.37,0,20,Monday,1168.58
2024-04-08,S03,Household,Cleaner,23,282.88,15,23,Monday,5530.3
2024-04-08,S02,Snacks,Noodles,36,47.64,15,26,Monday,1457.78
2024-04-08,S05,Household,Tissue,18,60.9,10,12,Monday,986.58
2024-04-08,S04,Dairy,Butter,32,277.29,10,25,Monday,7985.95
2024-04-08,S04,Beverages,Soft Drink,40,479.35,0,37,Monday,19174.0
2024-04-08,S04,Household,Cleaner,46,58.11,10,35,Monday,2405.75
2024-04-08,S01,Personal Care,Face Wash,41,286.32,20,37,Monday,9391.3
2024-04-08,S04,Personal Care,Face Wash,26,264.17,15,28,Monday,5838.16
2024-04-08,S04,Beverages,Coffee,49,315.39,5,47,Monday,14681.4
2024-04-08,S02,Grocery,Sugar,48,442.19,0,32,Monday,21225.12
2024-04-09,S03,Beverages,Soft Drink,16,246.99,5,12,Tuesday,3754.25
2024-04-09,S04,Beverages,Soft Drink,12,293.19,10,9,Tuesday,3166.45
2024-04-09,S05,Beverages,Soft Drink,32,296.73,15,32,Tuesday,8071.06
2024-04-09,S04,Personal Care,Face Wash,22,87.32,5,14,Tuesday,1824.99
2024-04-09,S01,Snacks,Chocolate,22,140.38,10,12,Tuesday,2779.52
2024-04-09,S01,Grocery,Rice,24,124.77,5,15,Tuesday,2844.76
2024-04-09,S01,Grocery,Cooking Oil,29,175.9,10,31,Tuesday,4590.99
2024-04-09,S04,Grocery,Cooking Oil,40,131.06,0,28,Tuesday,5242.4
2024-04-09,S02,Dairy,Curd,43,183.97,10,29,Tuesday,7119.64
2024-04-09,S05,Household,Detergent,35,339.91,5,20,Tuesday,11302.01
2024-04-09,S04,Beverages,Juice,20,162.79,5,20,Tuesday,3093.01
2024-04-09,S02,Snacks,Chocolate,44,254.59,15,23,Tuesday,9521.67
2024-04-09,S02,Snacks,Chips,13,453.92,10,7,Tuesday,5310.86
2024-04-09,S04,Dairy,Cheese,5,458.41,0,3,Tuesday,2292.05
2024-04-09,S04,Personal Care,Shampoo,38,448.6,10,44,Tuesday,15342.12
2024-04-09,S02,Dairy,Milk,18,219.8,15,17,Tuesday,3362.94
2024-04-09,S02,Dairy,Curd,12,357.02,5,8,Tuesday,4070.03
2024-04-09,S02,Beverages,Soft Drink,48,162.5,5,48,Tuesday,7410.0
2024-04-09,S04,Personal Care,Toothpaste,30,375.31,0,22,Tuesday,11259.3
2024-04-09,S02,Household,Cleaner,1,479.42,0,1,Tuesday,479.42
2024-04-09,S01,Household,Cleaner,44,428.87,5,34,Tuesday,17926.77
2024-04-09,S04,Dairy,Cheese,31,122.41,0,25,Tuesday,3794.71
2024-04-09,S01,Household,Detergent,15,267.48,15,8,Tuesday,3410.37
2024-04-09,S03,Snacks,Chips,19,429.33,0,14,Tuesday,8157.27
2024-04-09,S04,Beverages,Coffee,46,409.55,0,23,Tuesday,18839.3
2024-04-09,S03,Household,Dishwash,5,182.6,5,4,Tuesday,867.35
2024-04-09,S02,Personal Care,Soap,16,466.04,10,11,Tuesday,6710.98
2024-04-09,S02,Snacks,Chocolate,43,422.51,5,45,Tuesday,17259.53
2024-04-09,S05,Grocery,Wheat,44,44.78,5,46,Tuesday,1871.8
2024-04-09,S02,Beverages,Soft Drink,6,496.48,10,6,Tuesday,2680.99
2024-04-09,S03,Snacks,Biscuits,10,338.57,5,7,Tuesday,3216.41
2024-04-09,S02,Dairy,Cheese,16,394.18,20,16,Tuesday,5045.5
2024-04-09,S04,Dairy,Cheese,5,124.99,10,3,Tuesday,562.45
2024-04-09,S02,Beverages,Coffee,44,496.43,5,31,Tuesday,20750.77
2024-04-09,S05,Personal Care,Shampoo,1,283.27,5,1,Tuesday,269.11
2024-04-09,S02,Dairy,Curd,5,343.92,0,5,Tuesday,1719.6
2024-04-09,S03,Snacks,Chocolate,12,252.45,5,9,Tuesday,2877.93
2024-04-09,S03,Grocery,Sugar,48,427.57,20,49,Tuesday,16418.69
2024-04-09,S02,Personal Care,Toothpaste,38,141.72,0,22,Tuesday,5385.36
2024-04-09,S03,Beverages,Juice,37,73.56,5,27,Tuesday,2585.63
2024-04-09,S03,Dairy,Cheese,20,319.35,0,18,Tuesday,6387.0
2024-04-09,S05,Personal Care,Soap,8,33.64,10,8,Tuesday,242.21
2024-04-09,S04,Grocery,Rice,8,39.08,15,5,Tuesday,265.74
2024-04-09,S05,Personal Care,Soap,7,121.75,5,5,Tuesday,809.64
2024-04-09,S01,Personal Care,Soap,30,23.01,0,26,Tuesday,690.3
2024-04-09,S05,Beverages,Tea,44,54.82,15,35,Tuesday,2050.27
2024-04-09,S02,Grocery,Cooking Oil,19,215.87,10,22,Tuesday,3691.38
2024-04-09,S04,Grocery,Wheat,25,209.05,5,14,Tuesday,4964.94
2024-04-09,S02,Personal Care,Soap,15,294.29,15,18,Tuesday,3752.2
2024-04-09,S01,Dairy,Curd,49,143.94,15,26,Tuesday,5995.1
2024-04-09,S04,Personal Care,Soap,1,196.52,0,1,Tuesday,196.52
2024-04-09,S03,Snacks,Biscuits,25,368.7,20,14,Tuesday,7374.0
2024-04-09,S05,Dairy,Curd,35,134.17,0,37,Tuesday,4695.95
2024-04-09,S02,Beverages,Tea,28,30.93,0,30,Tuesday,866.04
2024-04-09,S01,Grocery,Rice,21,116.56,0,22,Tuesday,2447.76
2024-04-09,S03,Household,Tissue,23,212.93,20,13,Tuesday,3917.91
2024-04-09,S05,Dairy,Curd,29,433.23,0,29,Tuesday,12563.67
2024-04-09,S03,Beverages,Coffee,33,372.57,15,20,Tuesday,10450.59
2024-04-09,S05,Personal Care,Toothpaste,26,325.49,0,19,Tuesday,8462.74
2024-04-09,S04,Beverages,Coffee,46,184.34,15,41,Tuesday,7207.69
2024-04-09,S03,Snacks,Biscuits,13,352.51,0,10,Tuesday,4582.63
2024-04-09,S03,Household,Tissue,4,297.42,10,4,Tuesday,1070.71
2024-04-09,S03,Beverages,Soft Drink,33,353.79,5,27,Tuesday,11091.32
2024-04-09,S04,Household,Dishwash,10,499.3,10,8,Tuesday,4493.7
2024-04-09,S01,Household,Cleaner,39,403.8,5,26,Tuesday,14960.79
2024-04-09,S05,Dairy,Cheese,20,239.28,10,21,Tuesday,4307.04
2024-04-09,S03,Grocery,Sugar,38,482.0,5,45,Tuesday,17400.2
2024-04-09,S04,Dairy,Cheese,50,116.62,10,52,Tuesday,5247.9
2024-04-09,S01,Dairy,Curd,31,324.26,15,37,Tuesday,8544.25
2024-04-10,S05,Grocery,Cooking Oil,13,177.9,10,7,Wednesday,2081.43
2024-04-10,S04,Snacks,Biscuits,34,68.64,5,33,Wednesday,2217.07
2024-04-10,S05,Dairy,Milk,11,488.52,5,11,Wednesday,5105.03
2024-04-10,S03,Grocery,Rice,27,257.91,10,18,Wednesday,6267.21
2024-04-10,S01,Grocery,Cooking Oil,7,220.56,0,8,Wednesday,1543.92
2024-04-10,S04,Dairy,Butter,49,90.64,5,35,Wednesday,4219.29
2024-04-10,S01,Household,Tissue,15,395.76,15,10,Wednesday,5045.94
2024-04-10,S03,Grocery,Cooking Oil,11,125.95,15,8,Wednesday,1177.63
2024-04-10,S01,Household,Cleaner,2,229.53,0,1,Wednesday,459.06
2024-04-10,S01,Personal Care,Shampoo,11,245.6,5,9,Wednesday,2566.52
2024-04-10,S02,Dairy,Cheese,46,102.02,15,30,Wednesday,3988.98
2024-04-10,S01,Household,Tissue,41,395.02,20,39,Wednesday,12956.66
